comment,kebijakan
alasan pajak di naikan apa kalau alasan pendapatan negara masih kurangberantas saja korupsi dari mulai kepelosok negri ke desa2 sampai ke puncaknya,ppn_12_persen
wajar aja   buat subsidi aja triliun anpertalitebansoskesehatanpendidikan infrastruktur dan lainyg bisa beli hpelektronik dan barang mewah pasti orang yg banyak duit asal kebutuhan pokok murah aja rakyat ga sampai susah banget,ppn_12_persen
listrik naik pindah negara,ppn_12_persen
hasssssembuuuuuuhhhh musmet,unknown
lahh contohnya pulsa 100rbsy kalo beli yg 100rb cuma 100500 harganya lho malah kadang dibawah itu harganya harga 111000 beli lewat apa dah tu pulsa yaa ajaib ngasih contohnya duh,unknown
gaji jg dinaikin 12,ppn_12_persen
ya robb,unknown
wah malay msh murah tuh separoh indo 6,unknown
inilah kebanggaan pilihan kalianselamat menikmati 5 tahun kedepan,unknown
coba erlangga hartato di periksa kpk pasti dia terjerat koropsi,unknown
jogetin aja kata prabowo,ppn_12_persen
pajak naik 15gpp tp harus ada hukum pejabat negara korup hukum gantung di alun2 istana negara dan di beri label penjahat negara keluarga nya,ppn_12_persen
uang negara habis di dpr yg dibuat studytour ke luar negri terus kenapa tidak di habisi saja dpr nya kenapa rakyat yg harus menanggung uang jalan2 keluar negri dengan alasan studybanding,ppn_12_persen
trus kapan nihh koruptor d miskinkan trus hartanya d bagiin deh buat rakyat biar adil dongg,ppn_12_persen
bodo amat mau brapa  juga yg penting uang hasil pajaknya d gunakan untuk masyarakat juga,ppn_12_persen
kebijakan pemerintah itu cuma memakmurkan pejabat2 itu sendiri krna mereka yg menghandle dan rakyat kecil yang makin sengsara harusnya klau pajak naik harus di barengi dgn gaji umr yg sebanding dan hukum yg tajam buat para koruptor bukannya malah ringan itu sm sj bhong korupsi diatas 100m penjara gak smpai 5 tahun duit 100m gak balik ke negara ya sm sj bhong itulah kenapa negeri ini tdk ada letak keadilan dan cuma di menangkan oleh orang2 yg punya duit dan jabatan krna dgn dua itu bisa mengendalikan hukum,ppn_12_persen
segala jadi naik walau kata pejabatnya di bedain tetep ke rakyat segala jadi naik,ppn_12_persen
the real big rentenir  pajak negara seharusnya yang dinaikkan pajak itu bukan barang sembakokebutuhan harian masyarakat tapi pajak import atau pajak tarif plesiran ke luar negeri apa kalian menghitung pajak itu melibatkan masyarakat kelas bawah coba libatkan rakyat yg ekonominya blangsak dalam merumuskan kebijakan pajak kebutuhan harian kalian merumuskan kebijakan itu cuma ditatanan kalian yg berpenghasilan tinggitidak akan makmur negeri ini boss jika cara kalian menghisap darah rakyat terus,ppn_12_persen
beban dibebankan ke rakyat krn tdk perlu nagih melawan orang orang kuat yg nunggak tdk dituntaskan ribet bila perlu utk rakyat dikurangi,ppn_12_persen
pemerintah terutama menkeu sudah tidak ada otak untuk berpikirmereka hanya berpikir bagaimana caranya utk bayar utang negara endingnya rakyat kecil yg terdampak,ppn_12_persen
gak jadi mslah ppn 12indonesia gak mslah biaya hidup mningktyang paling penting bagi msyarakat indonesia itu sepak bola lolosini beda iq kita sama negara lainbaru aja lolos grouping udah merasa hebatnegara asean yg lain biasa ajayg penting rkytnya makmur,ppn_12_persen
ap mahal kya gini apa gak mikir orng bawah umr jg rendah bgt mna ckup mnckupi keluarga dan bayar kost bserta makanyya,ppn_12_persen
rakyat harus semakin semangat mencari kerja nya karna pajak sudah siap menunggu didepan mata yang penting pejabat senang indonesia emas,ppn_12_persen
wowo tersandera wiwi mengsedihkan,unknown
duuh b menteri ut menjaga stabilnya apbn tp kok memeras rakyat membuat rakyat tambah susah blum lgi jika uang pajak terkumpul dlm proses dikorup oleh penyelenggara negara  perih bu rasanya yg miskin tambah miskin kelas menengah jdi miskin yg kaya semakin kaya itu kenyataan yg ada,ppn_12_persen
tahun depan wanita melahirkan kena pajak dan orang korupsi diperingan hukumannya,ppn_12_persen
menuju indonesia cemas,unknown
sabun mandi tepung2an minyak goreng semua kebutuhan pokok tahun depan kena ppn 12 sedangkan ga kena pajak aj harganya sdh mahalowalah sri mulesjahatnya mulai kelihatan,ppn_12_persen
ppn 11  saja sdh bikin susah rakyat,ppn_12_persen
ulah pemilih otak  bansos ya kaya gini negara dgn penghasilan penduduknya ekonomi lemah kok pajak naik terus kecuali ekonomi penduduk makmur lha indonesia banyak pengangguran,ppn_12_persen
tambah susah rakyat,ppn_12_persen
wow efek 1 segitusmoga penetapan umk 2025 diatas 12 aminn,ppn_12_persen
sangat menyedihkandan pemerintah semakin nyata raja tega,ppn_12_persen
kapan aku di sejahterakan oleh pemerintahku,ppn_12_persen
hasilnya sudah pasti daya beli masyarakat akan menurun otomatis pendapatan negara juga turun yang ada beban rakyat makin berat,ppn_12_persen
tidakmasuksurgapenarikpajak,ppn_12_persen
pajak luar biasa di negara ini,ppn_12_persen
ayo semangat negaraku jangan sampai kalah dengan negara lain ppn kita harus lebih tinggi biar negara kita kaya kan kalo kaya bisa buat bansos  buat bayar utang yang kemarin kemarin juga buat ikn semangat jangan nanggung 15 biar cepat dapat pendapatan negaranya ya jangan mikirin orang orang rakyatmu harus tunduk mulyo mulyo mulyo noooo,ppn_12_persen
pendapatan rakyat seharusnya  juga di naikanjadi tdk ada masalahkarena bisa utk mengimbangin ppn,ppn_12_persen
bisa jadi atau mungkin ini mencari celah utk menguras rakyat utk membayar utang yg di wariskan jokowi utk pemerintahan sekarang di kenakan pajak dg memanfaatkan barang yg sangat di butuhkan dan boleh di bilang barang yg harus atau wajib di beli dan di butuhkan masyarakat sehari hari,ppn_12_persen
why skincare,unknown
kemana uang negara hasil tambang emas timah nikel batu bara masyarakat di peras dengan pajak naik enak sekali pemerintah peras masyarakat,ppn_12_persen
menteri gagal buktinya naik pajak,ppn_12_persen
ayo sri naikan gaji pejabatnaikan pajakbiar masyarakat tambah sengsara mau modar itu gak urus srikamu orang terpabdai sribiar yg bisa hidup di indo para pejabat saja,ppn_12_persen
bbm apa mau maik lagi yaa,unknown
koruptor pajak mesem mesem,ppn_12_persen
bilangy srimulyani pinter tp kok imbasy rakyat kecil,ppn_12_persen
knp kok rakyat susah yg byk kena ppn,ppn_12_persen
enak jamanku toh,unknown
tmbah ssh rakyat indo,ppn_12_persen
mobil ev kena pajakdi malaysia aja mobil ev pajak nol,ppn_12_persen
ok gasok gas semua pada naikpada di pajakin jogetin aj,ppn_12_persen
kenaikan pajak akan berdampak kepada rakyat menjadi tambah miskinkalo mau naikan pajak mbok ya mikir keadaan ekonomi rakyat yg sekarang ini merosot karena harga2 mahalsementara pendapatan rakyat menurunyg miskin tambah miskin yg kaya tambah kaya,ppn_12_persen
singapore 9 malaysia jepang korea 10 taiwan 5 konoha emang paling beda tiba2 naikin ke 12 pdhl rakyatnya sudah susah kinerja pejabat ditingkatkan dulu harusnya jgn asal2 naikin pajak seenak udel,ppn_12_persen
ppn boleh naik sampai 100 asal koruptor pungli  nepotisme sekecil apapun dihukum mati dan semua kekayaannya disita untuk negara negara konoha,ppn_12_persen
ya karepmu lahkalian raja tega dengan rakyat kalian sokdi mana2 minta di layani rakyat,ppn_12_persen
jangan lupa tulang becak tukang batu tukang kayu pk 5 dikenai pajak semua sriiiiiii,ppn_12_persen
kita sekolah bayar berobat bayar motormobil bayar tanah bangunan bayarsemuanya bayar lha kekayaan alam indonesia yg sangat melimpah untuk siapa negara arab yg cuma minyak sekolah dibayar rumah sakit gratispajak 0 tunjangan anakistrirumah dll adabelum dapat kerja digajibensin sangat murahharga murah dan stabil bagaimana tidak kaya2 rakyatnya,ppn_12_persen
pajak dinaikkan dan semua dikenakan pajakbersihkan dulu instansi dibawah kementerian keuangan bea cukai dan kantor pajak yang banyak mafianya,ppn_12_persen
semakin besar pereutnya pejabat2 penguasa korupsiiiwalau ga semua,ppn_12_persen
katanya indonesia negara yg sda nya kayakok apbn nya 80 mengandalkan pajaksda nya kemana  apa sudah habis di garong sama oligarkimulyono kerjanya cuma ngewarisin hutang ke rakyatpajak di naikan untuk mengamankan apbnapbn nya buat siapaklo cuma buat menggaji pejabat yg makin tahun makin banyak rakyat ngga sudipara pejabat ingin gaji dan tunjangan mereka amantanpa memikirkan nadib rakyatsungguh tindakan yg tidak punya hati nurani tolak ppn 12,ppn_12_persen
gppjoget duluokey gas okey gas,unknown
mulyani ngeri cara kerjanya apapun kebutuhan pokok masyarakat bakal di kenakan pajaktidak membantu masyarakat malah minta jatah pajak,ppn_12_persen
5 tahun lagi jadi 13,unknown
jika hukuman mati diterapkan utk korupsi minimal 500ribu keatas maka pajak 15 pun kami rela bayar    ini korupsi triliunan hanya duduk di sel beberapa tahun saja harus ada take and givenya  jgn take take take kasian rakyat kecil umkm yg berjuang 12  mati,ppn_12_persen
tepat kl yg naik ppn 12 kebutuhan sekunder tersier,ppn_12_persen
gaji di naikin dong tanpa syarat,ppn_12_persen
parah parah dampak ny sangat mengharukan  cuma rumput ilalang yg gk kena dampak ny walaupun di pangkas akan tumbuh secara alami,unknown
awalnya sih ga semua bgtu lengah dikit sedikit demi sedikit kena semua,unknown
apakah kita menuju 15 innalilahi wa inna ilaihi rojiun,unknown
hasil kolaborasi mulyono dan mulyani,ppn_12_persen
peras rakyat terus yg hutang mulyono n  numpuk kekayaan tuk anak2nya rakyat yg bayar apalg praroro pendukung multono kpn rakyat merdeka n betul2 merdeka semua murah,ppn_12_persen
rakyat susah koruptor sejahtera,ppn_12_persen
ekonomi hancur  ppn kok dinaikan  pejabat ini bisa berpikir tidak    satu naik otomatis semua naik,ppn_12_persen
ternyata bener ya sumber masalah nya itu ya pemerintah,ppn_12_persen
pajak itu  riba nggak sihhalooo  fungsi mui apa,ppn_12_persen
beli pulsa 100 ribu di kenai pwjak 11ribu hhhhbodoh,unknown
tax getax getak terus rakyatnya sampai miskin,ppn_12_persen
naik terus mangkanya pegawai kaya korupsi bener bener gaya hidup pegawai tinggi,ppn_12_persen
demi anak bisa makan pagi buat keluarga tidak makan malam,unknown
kenapa sejak berakhir pak suharto indonesia semakin membuat rakyat sengsara ekonomi tidak stabil banyak pengangguran rakyat sengsara tidak jelas mau diapakan indonesia ini kasihan rakyat yang ekonomi ke menengah ke bawah,ppn_12_persen
konoha menuju pecah karena manajemen terlalu buruk,ppn_12_persen
peraaassss teruuusss,unknown
klw masih berdampak ke golongan menengah ke bawah sama aja rakyat kecil mlah terbebani bisa gk negara ini tidak mengandalkan pajak dri rakyat menengah kebawah klw pajak di bebankan ke perusahaan pasti perusahaan lebih pintar dan membebankan ke konsumennah klw konsumen nya rakyat menengah ke bawah y udah pasti gk tepat sasaran,ppn_12_persen
pulsa itu aku butuh banget buat kerja online,unknown
udah gak peduli gue mau naik maik turun mau mati sekalian terserah emang gua pikirin,ppn_12_persen
yg benar berantas korupsi judi onlen dana desa dll,ppn_12_persen
percaya atau tidak terserah ciri negara akan mengalami kehancuran semakin tingginya pajakibnu khaldun,ppn_12_persen
hasil pajaknya buat memenuhi kebutuhan makan minum gratis,ppn_12_persen
oke gass oke gass tambah pajak gasss,ppn_12_persen
oke gass oke gass tambah pajak gasss,ppn_12_persen
semua nya di pajakin,ppn_12_persen
alasannya masuk akal tapi penerapannya mustahil publik juga berhak mengakses besaran pajak untuk post apa saja,ppn_12_persen
lamalama rakyat mati  garagara masalah pajak,ppn_12_persen
mentri gak becus kog masih di pake aja sampe skrg kyk gak ada orang slain srimulyono aja negara hancur pecah belah sumatra sulawesi kalimantan papua pada merdeka ya karena mereka gak bisa ngatur negara cuma pajak2 dan pajak bisanya,ppn_12_persen
ternyata cuma omon omon gk ada perubahan yg penting fufufafa bahagia,unknown
pajakmanfaat sampek sekarang belum kerasa bgt hasil dari pajak,ppn_12_persen
ppn naik 50 saja tapi hanya berlaku untuk para menteri kepala daerah  anggota dewan dpr dprd dpd dll dan semua pejabat serta rakyat yang 58untuk selain di atasppn turun 10,ppn_12_persen
rakyat akan membuang  barang elektronik yang memakan kuota listrik yang besar  ac kulkas  tv dan kipas angin,ppn_12_persen
cuma bisa orasi dan berpolitik tapi tidak bisa sejahterkan rakyatkabinet gemuk rakyat mampus,ppn_12_persen
astaghfirullah negara macam apa ini rakyat terus di buat sengsara mereka yg pns  punya jabatan makmur sentosa,ppn_12_persen
bumn adalah gudang korupsi masyarakat kecil semakin sengsara salah satu buruh pabrik pedagang kecil penikmat harta masyarakat kecil pejabat dprpejabat bumncari kerja di negara sendiri semakin susahoh indonesia kapan merdekan nya,ppn_12_persen
sri biang kerok nyatai lah,ppn_12_persen
daya beli menurun mana nih ganti presiden sama aja ngak ada yang baru pajak naik bbm naik semua kebutuhan pokok naik cari kerja susah,ppn_12_persen
banpok tdk naik ppn nya tapi bisa jadi naiknya ppn otomotif dan sparepartnya harga banpok otomatis ikut naiksebab perawatan dan biaya operasional kendaraan pengangkut banpok nambah,ppn_12_persen
kejam,unknown
ayo hidup hemat 5 tahun kedepan kita pasti bisa tunda beli motor dan mobil baru cukup beli yg second beli sesuai kebutuhan bukan keinginan mari berhemat,unknown
keliru,unknown
owalaaah tho sri sriiii,ppn_12_persen
gaji pegawai swasta d naik kan juga,ppn_12_persen
pajakin aja semuanya biar tambah gendut koruptornya,ppn_12_persen
lonte juga akan di kenakan pajak,ppn_12_persen
rakyat menjadi korban padahal koruptor banyak sekali milayard sampai triliun,ppn_12_persen
laraaannggggurippeee,unknown
menggila terus,unknown
ripuh lah ka rakyat leutik mahnegara  yg berisikan orang2 korup,ppn_12_persen
fufufafa ngasih bansos terus naikin pajak 12 duitnya itu tetep kembali ke khas negarasampai kapan orang susah di cuci otak,ppn_12_persen
bangsatlah,unknown
tertib peraturan agar masyarakat maju dan nkri juga maju menuju kesejahteraan bersama sama,unknown
yah cuman 12 harusnya 100 bu menkeu,ppn_12_persen
knpa sri mulyani msh di pertahan kan jd menkeu,ppn_12_persen
menaikan pendapatan negara untuk dikorupsi oleh tikus,ppn_12_persen
apa kabar 271 t,unknown
tapi knpa yg naik  harganya malh sebaliknya,ppn_12_persen
kpn negeri ini sejhterapejabt ihanya pajak yg dipikiran u cari uang,ppn_12_persen
tangkap sajapenjahat perang biadabseret ke tiang gantungan,unknown
perlu di demo kebijakan ini,ppn_12_persen
prabowo kirain mau berpihak ke rakyat sama aja,ppn_12_persen
yang ngutang bekas siapa yg harus bayar rakyat lagi sedih banget pemimpin negri ini rakus untuk keluarga nya sendiri  ujungnya rakyat yang nanggung semua terpaksa,ppn_12_persen
maksut nya naik 1 persen mau naik 1000 persensukanya kknga bakalan cukup buat kaum nya,ppn_12_persen
itu bukan ngurangi beban masarakat tpi malah tambah beban masarakathidup udah sulit malah disuruh bayar utang lewat ppnitu penipuan bagi masarakat,ppn_12_persen
pajak 12 untuk kuota internet akan menyedot dana seluruh masyarakat indonesiaini yg tidak dibuka oleh pemerintah yg korup,ppn_12_persen
wkwkwkwwk ketewain ajagk bs berkata apa2 percuma mau berkoar2 naik y tetap naikgk bs di pungkiri tajam ke bwh tumpul keatassdh biasa gk laget lg,ppn_12_persen
yang setuju koruptor dihukum mati cung bnyak pajak korupsi merajalela emng negara punya nenek moyang lo,ppn_12_persen
mau bengkak gimana apbn  kebanyakan di makn,unknown
enak pejabat makin kenyang,unknown
udah susah di susahnya lagi gk ada epeknya,unknown
bikin saham pada ambrol,unknown
menambah pendapatan negara giliran dah dpt dikorup sama pejabat ya sma aja bohong,unknown
rakyat jadi tumbalkenapa bukan parakoruptor yg di jadikan tumbal,ppn_12_persen
ok gasok gasok gaskuras sampai keringmpuspusu,ppn_12_persen
ehh tukang palak lingkaran garonggarong besar iblis kau,unknown
oke gas oke gas,unknown
kasian banget masyarakat menengah ke bawah cari kerja susah minjem uang susah matilah rakyat,ppn_12_persen
saya tahu pengusaha2 walau tidak semua pintar sekali menyembunyikan pajak entah menggunakan nama karyawan untuk noregnpwp bahkan memaslukan nama,ppn_12_persen
gw pribadi setuju ppn naik jadi 12 bila perlu 50 lebih nyentrik biar orang2 kismin mengkin kblangsak termasuk gw  nyok ah berak barengsue,ppn_12_persen
semua itu berkat kebrutalan pemerintahan sebelumnya dan sekarang dilanjutkan kita lihat saja nanti bagaimana  kehidupan masa tua beserta keturunannya para pejabat penarik pajak,ppn_12_persen
alhamdulillah kuli bangunan masih amann,unknown
tidak boleh berfoyafoya lagi,unknown
dzolim,unknown
beli beras beli sayur beli cabe ke petani harusnya di kenakan ppn juga jangan semuanya pajak  ngara mulu,ppn_12_persen
bagusss,unknown
ya cuman 12 tak garuh kecil 15 pun tak garuh 58 rakyat sagat siab 58 rakyat sagat kaya kaya kecil,ppn_12_persen
bangganya yg sudah menggencet rakyat dengan pajak,ppn_12_persen
mikir naikkan pajak terusgak mikir rakyat kerja nya apa,ppn_12_persen
min itu keterangan tentang hp nulisnya salah bukan pulsa yang harus dibayarkan tapi harga hp yg harus dibayar  gw cuma pingin jurnalistik kasih keterangan yg tepat  pas,unknown
mau nanya uang pajak larinya kemana ya,ppn_12_persen
menkeu terbalik dlm memperbanyak hutang  menaikkan pajak,ppn_12_persen
imf dkt dgn menteri ini,unknown
pajak hanya untuk para korup,ppn_12_persen
raakyat mandiri cari duit pejabat bingung gimana cranya kebagian duit petanj susu pilih tutup usahanya dibnding mneruskan  piyeee mulll,unknown
pajak tinggi pegwaii kayaa mendadakk lagiiii,ppn_12_persen
selamat datang di negara indonesia dengan kekayaan alam yang melimpahdiberkahi dengan tanah yang subur katanya sumpah kalian wahai para pejabat yang berjanji akan berjuang mensejahterakan rakyat semua adalah bohong,ppn_12_persen
hasil kerja 100 hari rejim wowo  gubrak ppn naik 12,ppn_12_persen
biasa nya menkeu itu salah sasaran  pd hal buat kesejhtraan masyarakat bawah,ppn_12_persen
langsung saja ke 15 persen tidak usah naik berlahan lahan,ppn_12_persen
hore  asyik pajak th 2025 naik ini saja komennya,ppn_12_persen
perah terus rakyat selagi masih ada alasan,ppn_12_persen
beras kaga kena naik ppn tapi kan ongkos kirim dan yg lain nya nya pasti naik jg ongkos maintenance mobil naik kuli naikefek domino,ppn_12_persen
pajaaak terus buat bayar hutang negara rakyat yg nanggung pejabat yg menikmati,ppn_12_persen
indonesia cemas 2045,unknown
ya kan yang diliyek2 pasti masyarakat kecilbukan pejabatpejabat enak dapat gajimasyarakat yang gigit jari,ppn_12_persen
token listrik masuk kategori kebutuhan pokok ato pulsa telekomunikasibapak pemerintah yg budimantolong dijawab,ppn_12_persen
yuk ke toko ku sangat murah barang2 elektronik,unknown
tapi kok kita makan di restoran kena pajak tetep aja byr pajak,ppn_12_persen
tidak sesederhana itu kalau ppn naik otomatis biaya komponen untuk membuat hp juga naik selanjutnya karena biaya naik maka harga hp akan naik setelah naik kena tambahan pajak lagi jadi ppn naik itu di beberapa komponen,ppn_12_persen
kayak nya pedagang kaki lima jualan cendol yg untung nya sehari 50 ribu kena pajak sisa 15 rb modal 2jt keknya dagang seminggu besoknya udah langsung bangkrut gak bisa jualan lagi,ppn_12_persen
orde baru dimulai,unknown
pajak naik terustapi masih kismin,ppn_12_persen
kata mahfud md setiap kepala baik anak kecil maupun dewasa akan dapat uang 20 juta setiap bulan dari negara gratis kalau pertambangan bebas dari korupsi luar biasa bisa dibayangkan bila hal itu bisa terjadi penduduk indonesia sejahtera hidupnya dan negara ta butuh pajak lagi,ppn_12_persen
skrg dikehidupan msyarakat indonesia siapa yg hematmurah  awetmk akan dihujat  dilaknat oleh masyarakat jgmknya skrg apa2 mahal,ppn_12_persen
uang nya utk biaya i mkn siang gratis,unknown
kata nenekember yg bocor mau sebanyak apapun air di isi akan tetap habistapi jika embernya bagus walopun cuma tetesan air yg ngisi akan penuh bahkan tumpah,unknown
bingung ama pemerintahekonomi lagi merosot di tambah pajak naik ga tepat  waktuya bikin ambuk  perekonian,ppn_12_persen
dampak gagal bayar utang riba yg menggunung rakyat sekarat kapan nih masyarakat melawan turinkan srintil jadi menkeu,ppn_12_persen
rakyat kecil yg bakalan tercekikkasihan mrk,ppn_12_persen
naikkan pajak untuk meningkatkan pendapatan koruptor asikkk,ppn_12_persen
gak apa rakyat yg menderita  yang penting pejabat semua bisa happy happy pejabat adalah majikan sedangkan rakyat adalah sapi perah,ppn_12_persen
ujungnya rakyat kecil yang makin sensara mau jadi apa negara ini adakah keadilan bagi masyarakat kecil di negri ini,ppn_12_persen
disaat ekonomi lesudaya beli merosotlbh baik batalkan kenaikan ppn dari 11 ke 12terlihat seolah2 kenaikan hanya 1 pdhl  9saatnya berpikir utk penghimpunan dana melalui zakat  agr rakyat miskin tdk terkena bebankrn dg zakat jk harta rakyat dibawah rp 127500000 setara 85 gr emas 15jtgrtdk dikenai beban zakat krn tdk memenuhi batas terkena zakatnishob,ppn_12_persen
gpp ppn naik 12 asal pemerintah berjanji umr tahun 2025 juga naik 12 dan memberikan sangsi berat pada perusahaan yg tak mau memberi gaji minimal sesuai umk,ppn_12_persen
pake duit donatur si agus aja kasih ke bu sri,ppn_12_persen
miskin kan koruptor duitnya tarik ke apbn jangan kau tarik duit orang kecil yg tiap hari mereka bingung mau makan apa,ppn_12_persen
pemerintahpemerintah indonesia itu hasil buminya melimpah masih saja naikin ppn  percuma saja ya indonesia negara kaya alamnya ppn naik 12 indonesia tidak akan maju kalau pejabat korup masih di pelihara bapak presiden terlalu buru2 naikin pajak orangmah bersih2 dulu trus uud prampasan aset koruptor di sahkan inimah ppn naik tapi yg korupsi masih banyak di pemerintahan gimana jadinya,ppn_12_persen
pokoknya harus ditolak,ppn_12_persen
sri mulyono suruh minggat ke luar negri,ppn_12_persen
mau berapa banyak pemasukan kas negara akan tetap ga cukup bocornya sudah kelewatan rakyat yang jadi sapi perah untuk parah pejabat koruptor,ppn_12_persen
inilah mental2 pejabat ri selalu mencari jalan pintas dengan entengnya naikin pajak sy yakin semua pejabat tau efeknya tapi ya begitu pura2 ga tau penjabat ri selalu pintar cari2 alasan uu dll sehingga mengabaikan efeknya tidak mementingkan  kepentingan rakyat apa undangundang dibuat untuk menyengsarakan rakyat  kalo mau menjaga apbn  pemerintah harus terlebih dahulu menjaga ekonomi rakyat sudah 10 tahun pemerintah seperti memeras keringat rakyat mau sampai kapan ini begini  kerja dprdpr ini apa  apakah anda sebagai wakil dpr ri kebanyakan tidur di waktu kerja kah,ppn_12_persen
ada jln lain yg bs dpikirkn pemerintah lbh mmlih jln pintas dan mudah,ppn_12_persen
belum naek udah pada naek semua barang dpr abal2,unknown
yang lantang pauntuk menolak naik pnnberani tidak serukan demo sekaliankalo di meja bundar tidak ada kata sepakat,ppn_12_persen
kenajisan pemerintah ini muak gw liat konglomerat malah di kasih tax amnesty,ppn_12_persen
turun srimulyani,ppn_12_persen
program banyak dana tidak adaborborberas abisss borrrr,unknown
anggota dewin kebanyakan koalisi kim yang setuju dengan kenaikan ppn 12 apakah harus berakting lagi untuk mendapat simpati rakyat,ppn_12_persen
klo ga mau bayar pajak ktnya jgn tinggal di indonesia hadeh sdh bayar woiii tp ya jgn naik2 trs,ppn_12_persen
demo ganti menkeu nya cari yg bisamikir kan nasib rakyat  sri pinternya  hanya bisa palak rakyat,ppn_12_persen
yg ngesahkan kan dpr tahun kemarenskrng dpr minta pemerintah uji ulang,ppn_12_persen
kapan bahan2 sembako semua bisa turunbbm turun harga,ppn_12_persen
di asean mungkin ri n filipina yg terapkan ppn 12,ppn_12_persen
setuju sekali kalau menteri keuangan maunya gampang saja sejak dulu caranya tax amnesty naikin ppn dan ngutang semua jalan pintas yg bikin masa depan suram  makanya saya bilang kalau ibu menteri keuangan ini memang pintar paham mengenai ekonomi tapi tidak cerdas tidak bisa memberi solusi yang baik dan ujung2nya hanya mengambil jalan pintas untuk mencapai tujuan jangka pendek gak ada pikiran buat jangka panjangnya,ppn_12_persen
jd ingat kata prabowo 2019thn 2025 indonesia akan bubar,ppn_12_persen
nah ketahuan yang menjadi biangkerok kenaikan ppn dari menkeupemerintah padahal ada opsi untuk menurunkan sampai ke 5ini sih presiden kita harus turun tangan nihmenkeu parah nih,ppn_12_persen
jangan lupa dpr tepuk tangan tentang hapus ott kpk,unknown
perampasan aset koruptor saja belum di sahkan ini ganti ppn 12 persennn mati bos rakyatmubukan pejabat yang matiii,ppn_12_persen
itu sembilan naga uangnya ratusan triliun coba diminta sebagian hartanya untuk membantu perekonomian negara boleh ga kalo benar2 mencintai negara indonesia harusnya mau dong jangan cuma ngeruk kekayaan dari bangsa indonesia,unknown
kerja nda becus minta banyak duit ke rakyat,ppn_12_persen
akibat ingin berburu di kebon binatang,unknown
kemungkinan utk mengisi program makan siang bergisi,unknown
sudah waktunya rakyat indonesia bergerakmembatal kan kebijakan tersebutkarna hanya menyengsarakan rakyat,ppn_12_persen
kalau hanya bisa menaikkan pajak tak perlu orang2 pintar di pemerintahan,ppn_12_persen
turunkan gajitunjangan pres wapres menteri dan anggota dewanapalah arti tunjangan bgi para dewan dan pejabat padahal udah makan gji butamereka kerja cuman rapat2 dan rapat ujung2nya uang,ppn_12_persen
suruh dpr sumbang kenaikan ppn,ppn_12_persen
giliran pajak atas nama uu giliran korupsi no comen,ppn_12_persen
cuma omon omon doank dpr rkyt sdh tau tabiatnya retorika publicpajak naik andaberdasi menikmati,ppn_12_persen
lucunya yang ketok palu dpryang protes dprbenar seperti apa yang dikatakan alm gusdur dpr kumpulan anak anak tk,unknown
mirip jaman belanda segala2 di pajak  trs uang nya kemana hadeuh,ppn_12_persen
ingin naik ppn 12 persensama saja perang melawan rakyatsiap siap rakyat kita demo ke istana dan gedung dpr mpr,ppn_12_persen
semua kok pajakbumn ngapain tidak bisa menjadi sumber pendapatan negara,ppn_12_persen
semua karena mulyono,ppn_12_persen
mulyono,ppn_12_persen
deflasi 1 tahun dan pertumbuhan ekonomi nol koma di tahun depan sangat mungkin terjadi tahun depan klo ppn tetap naik,ppn_12_persen
klo pajak di naikkan terus lama lama kelas menengah yg menopang perekonomian negara hancur,ppn_12_persen
harusnya ppn 12 berobat gratis bg semua wni ektp  wajib gunakan obat patensantunan bg seluruh lansia tanpa syarat,ppn_12_persen
naikin aja terus lama2 juga ini negara bubar wong rakyatnya aja blm sejahtera tapi udah harus nanggung pajak besar sedangkan orang2 yg kaya raya malah dapet tax amnestypengampunan pajak negara kocak,ppn_12_persen
salah satu indikasi negara  bangsa indonesia terjaga dan terlindungi adalah jika negara ini mempunyai ditjen bea cukai yg kuat besar berintegritas dan amanahnegara republik indonesia ini mempunyai puluhan ribu pulau yg dihuni oleh ratusan juta penduduk sudah seharusnya ditjen bea cukai ini besar kuat dan personelnya harus amanahnegeri ini sudah porak poranda sejak 10 th terakhir ini karena sangat banyaknya terjadi kasus penyelundupancatatan penyelundupan sudah merongrong negara sudah mengacakacak kedaulatan negara penyelundupan adalah musuh negara no 1 untuk memberantas penyelundupan negara harus melibatkan tni dg kekuatan penuh,unknown
bilangin tu sama sri mulyani jangan terburuburu menaikkan ppn 12  jika apbn itu seret dpr bantu buat peraturan semua aset  uang sitaan korupsi dan judol di berikan ke sri mulyani buat nombokinkarena kenaikan pajak itu sangat berpengaruh pada semua sektor,ppn_12_persen
intinya barang alat makanannaik jadi harganya mahalalhamdulillah ya ganti presidenpajak akan naik 12  hebat bangetsekarang juga sudah perusahaan yg gulung tiker,ppn_12_persen
bukan pajak yg dinaikantp segala tunjangan para pejabat yg harus di pangkas abismari kita selamatkan negri ini dr kemiskinankarena kemiskinan sumber dr kejahatan,ppn_12_persen
bisa banyak yang kurang gizi nih,unknown
contoh malaysia lah,unknown
akibat abpn boncosss rakyat di peras terus,ppn_12_persen
nangis kita,unknown
